,Departure,Arrival
1027,"    Montpellier (Languedoc-Roussillon), France ","Martigues (Provence-Alpes-Cote d'Azur), France"
1028,"    Trets (Provence-Alpes-Cote d'Azur), France ","Pra-Loup (Provence-Alpes-Cote d'Azur), France"
1029,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Morzine (Rhone-Alpes), France"
1030,"    Morzine (Rhone-Alpes), France ","Prapoutel (Rhone-Alpes), France"
1031,"    Voreppe (Rhone-Alpes), France ","Saint-Etienne (Pays de la Loire), France"
1032,"    Saint-Etienne (Pays de la Loire), France ","Saint-Etienne (Pays de la Loire), France"
1033,"    Auxerre (Bourgogne), France ","Fontenay-sous-Bois (Ile-de-France), France"
1034,"    Fontenay-sous-Bois (Ile-de-France), France ","Paris (Ile-de-France), France"
1035,,"Paris (Ile-de-France), France"
1036,,"Paris (Ile-de-France), France"
1037,"    Frankfurt am Main (Hessen), Germany ","Paris (Ile-de-France), France"
1038,,"Paris (Ile-de-France), France"
1039,"    Fleurance (Midi-Pyrenees), France ","Fleurance (Midi-Pyrenees), France"
1040,"    Fleurance (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France"
1041,"    Luchon (Midi-Pyrenees), France ","Superbagnères (Midi-Pyrenees), France"
1042,"    Luchon (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1043,"    Captieux (Aquitaine), France ","Bordeaux (Aquitaine), France"
1044,"    Neuville (Poitou-Charentes), France ","Angers (Pays de la Loire), France"
1045,"    Angers (Pays de la Loire), France ","Saint-Brieuc (Bretagne), France"
1046,"    Saint-Hilaire-du-Harcouët (Basse-Normandie), France ","Deauville (Basse-Normandie), France"
1047,"    Deauville (Basse-Normandie), France ","Le Havre (Haute-Normandie), France"
1048,"    Amiens (Picardie), France ","Roubaix (Nord-Pas-de-Calais), France"
1049,"    Roubaix (Nord-Pas-de-Calais), France ","Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium"
1050,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium"
1051,"    Rochefort (Namur), Belgium ","Metz (Lorraine), France"
1052,"    Metz (Lorraine), France ","Ballon d'Alsace (Lorraine), France"
1053,"    Belfort (Franche-Comte), France ","Évian (Rhone-Alpes), France"
1054,"    Évian (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
1055,"    Morzine (Rhone-Alpes), France ","Les Menuires (Rhone-Alpes), France"
1056,"    Les Menuires (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
1057,"    L'Alpe-d'Huez (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
1058,"    L'Alpe-d'Huez (Rhone-Alpes), France ","Saint-Priest (Rhone-Alpes), France"
1059,"    Saint-Priest (Rhone-Alpes), France ","Dijon (Bourgogne), France"
1060,"    Dijon (Bourgogne), France ","Dijon (Bourgogne), France"
1061,"    Dijon (Bourgogne), France ","Auxerre (Bourgogne), France"
1062,"    Auxerre (Bourgogne), France ","Nogent-sur-Marne (Ile-de-France), France"
1063,"    Le Perreux-Sur-Marne (Ile-de-France), France ","Paris (Ile-de-France), France"
1064,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1065,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1066,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1067,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1068,"    Leiden (Zuid-Holland), The Netherlands ","Leiden (Zuid-Holland), The Netherlands"
1069,"    Leiden (Zuid-Holland), The Netherlands ","Sint Willebrord (Noord-Brabant), The Netherlands"
1070,"    Sint Willebrord (Noord-Brabant), The Netherlands ","Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium"
1071,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Saint-Amand-les-Eaux (Nord-Pas-de-Calais), France"
1072,"    Saint-Amand-les-Eaux (Nord-Pas-de-Calais), France ","Saint-Germain-en-Laye (Ile-de-France), France"
1073,"    Évreux (Haute-Normandie), France ","Caen (Basse-Normandie), France"
1074,"    Caen (Basse-Normandie), France ","Mazé (Pays de la Loire), France"
1075,"    Mazé (Pays de la Loire), France ","Poitiers (Poitou-Charentes), France"
1076,"    Poitiers (Poitou-Charentes), France ","Bordeaux (Aquitaine), France"
1077,"    Saint-Émilion (Aquitaine), France ","Sainte-Foy-la-Grande (Aquitaine), France"
1078,"    Bordeaux (Aquitaine), France ","Biarritz (Aquitaine), France"
1079,"    Biarritz (Aquitaine), France ","Pau (Aquitaine), France"
1080,"    Pau (Aquitaine), France ","Saint-Lary-Soulan (Midi-Pyrenees), France"
1081,"    Tarbes (Midi-Pyrenees), France ","Valence-d'Agen (Midi-Pyrenees), France"
1082,"    Valence-d'Agen (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France"
1083,"    Figeac (Midi-Pyrenees), France ","Super Besse (Auvergne), France"
1084,"    Besse-en-Chandesse (Auvergne), France ","Puy de Dôme (Auvergne), France"
1085,"    Saint-Dier-d'Auvergne (Auvergne), France ","Saint-Etienne (Pays de la Loire), France"
1086,"    Saint-Étienne (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
1087,"    Grenoble (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
1088,"    Morzine (Rhone-Alpes), France ","Lausanne (Vaud), Switzerland"
1089,"    Lausanne (Vaud), Switzerland ","Belfort (Franche-Comte), France"
1090,"    Metz (Lorraine), France ","Nancy (Lorraine), France"
1091,"    Epernay (Rhone-Alpes), France ","Senlis (Picardie), France"
1092,"    Saint-Germain-en-Laye (Ile-de-France), France ","Paris (Ile-de-France), France"
1093,"    Leiden (Zuid-Holland), The Netherlands ","Paris (Ile-de-France), France"
1094,"    Leiden (Zuid-Holland), The Netherlands ","Paris (Ile-de-France), France"
1095,"    Leiden (Zuid-Holland), The Netherlands ","Paris (Ile-de-France), France"
1096,"    Leiden (Zuid-Holland), The Netherlands ","Paris (Ile-de-France), France"
1097,"    Fleurance (Midi-Pyrenees), France ","Fleurance (Midi-Pyrenees), France"
1098,"    Fleurance (Midi-Pyrenees), France ","Auch (Midi-Pyrenees), France"
1099,"    Auch (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1100,"    Oloron-Sainte-Marie (Aquitaine), France ","Vitoria (Pais Vasco), Spain"
1101,"    Vitoria (Pais Vasco), Spain ","Seignosse (Aquitaine), France"
1102,"    Morcenx (Aquitaine), France ","Bordeaux (Aquitaine), France"
1103,"    Bordeaux (Aquitaine), France ","Bordeaux (Aquitaine), France"
1104,"    Bordeaux (Aquitaine), France ","Limoges (Limousin), France"
1105,"    Jaunay-Clan (Poitou-Charentes), France ","Angers (Pays de la Loire), France"
1106,"    Angers (Pays de la Loire), France ","Angers (Pays de la Loire), France"
1107,"    Angers (Pays de la Loire), France ","Lorient (Bretagne), France"
1108,"    Lorient (Bretagne), France ","Rennes (Bretagne), France"
1109,"    Bagnoles-de-l'Orne (Basse-Normandie), France ","Rouen (Haute-Normandie), France"
1110,"    Rouen (Haute-Normandie), France ","Roubaix (Nord-Pas-de-Calais), France"
1111,"    Roubaix (Nord-Pas-de-Calais), France ","Charleroi (Hainaut), Belgium"
1112,"    Freiburg im Breisgau (Baden-Wurttemberg), Germany ","Freiburg im Breisgau (Baden-Wurttemberg), Germany"
1113,"    Altkirch (Alsace), France ","Besançon (Franche-Comte), France"
1114,"    Besançon (Franche-Comte), France ","Thonon-les-Bains (Rhone-Alpes), France"
1115,"    Thonon-les-Bains (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
1116,"    Morzine (Rhone-Alpes), France ","Avoriaz (Rhone-Alpes), France"
1117,"    Morzine (Rhone-Alpes), France ","Chamonix (Rhone-Alpes), France"
1118,"    Chamonix (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
1119,"    Rossignol (Aquitaine), France ","Saint-Étienne (Rhone-Alpes), France"
1120,"    Saint-Trivier (Rhone-Alpes), France ","Dijon (Bourgogne), France"
1121,"    Dijon (Bourgogne), France ","Dijon (Bourgogne), France"
1122,"    Montereau (Centre), France ","Versailles (Ile-de-France), France"
1123,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
1124,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
1125,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1126,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1127,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1128,"    Fleurance (Midi-Pyrenees), France ","Paris (Ile-de-France), France"
1129,"    Saint-Jean-de-Monts (Pays de la Loire), France ","Saint-Jean-de-Monts (Pays de la Loire), France"
1130,"    Saint-Jean-de-Monts (Pays de la Loire), France ","Angers (Pays de la Loire), France"
1131,"    Angers (Pays de la Loire), France ","Caen (Basse-Normandie), France"
1132,"    Le Touquet-Paris-Plage (Nord-Pas-de-Calais), France ","Le Touquet-Paris-Plage (Nord-Pas-de-Calais), France"
1133,"    Le Touquet (Nord-Pas-de-Calais), France ","Bornem (Antwerpen), Belgium"
1134,"    Leuven (Vlaams-Brabant), Belgium ","Leuven (Vlaams-Brabant), Belgium"
1135,"    Leuven (Vlaams-Brabant), Belgium ","Verviers (Liege), Belgium"
1136,"    Bastogne (Luxembourg), Belgium ","Nancy (Lorraine), France"
1137,"    Nancy (Lorraine), France ","Mulhouse (Alsace), France"
1138,"    Valentigney (Franche-Comte), France ","Divonne-les-Bains (Rhone-Alpes), France"
1139,"    Divonne-les-Bains (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France"
1140,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Montgenèvre (Provence-Alpes-Cote d'Azur), France"
1141,"    Montgenèvre (Provence-Alpes-Cote d'Azur), France ","Manosque (Provence-Alpes-Cote d'Azur), France"
1142,"    Le Barcarès (Languedoc-Roussillon), France ",
1143,"    Font Romeu Ermitage (Languedoc-Roussillon), France ","Saint-Gaudens (Midi-Pyrenees), France"
1144,"    Saint-Gaudens (Midi-Pyrenees), France ","Saint-Lary-Soulan (Midi-Pyrenees), France"
1145,"    Saint-Lary (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1146,"    Pau (Aquitaine), France ","Fleurance (Midi-Pyrenees), France"
1147,"    Fleurance (Midi-Pyrenees), France ","Auch (Midi-Pyrenees), France"
1148,"    Auch (Midi-Pyrenees), France ","Langon (Aquitaine), France"
1149,"    Langon (Aquitaine), France ","Langon (Aquitaine), France"
1150,"    Lacanau-Océan (Aquitaine), France ","Bordeaux (Aquitaine), France"
1151,"    Sainte-Foy-la-Grande (Aquitaine), France ","Tulle (Limousin), France"
1152,"    Tulle (Limousin), France ","Puy de Dôme (Auvergne), France"
1153,"    Montargis (Centre), France ","Versailles (Ile-de-France), France"
1154,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
1155,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
1156,"    Saint-Jean-de-Monts (Pays de la Loire), France ","Paris (Ile-de-France), France"
1157,"    Saint-Jean-de-Monts (Pays de la Loire), France ","Paris (Ile-de-France), France"
1158,"    Saint-Jean-de-Monts (Pays de la Loire), France ","Paris (Ile-de-France), France"
1159,"    Saint-Jean-de-Monts (Pays de la Loire), France ","Paris (Ile-de-France), France"
1160,"    Charleroi (Hainaut), Belgium ","Charleroi (Hainaut), Belgium"
1161,"    Charleroi (Hainaut), Belgium ","Molenbeek (Brussels Hoofdstedelijk Gewest), Belgium"
1162,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Roubaix (Nord-Pas-de-Calais), France"
1163,"    Roubaix (Nord-Pas-de-Calais), France ","Amiens (Picardie), France"
1164,"    Amiens (Picardie), France ","Versailles (Ile-de-France), France"
1165,"    Versailles (Ile-de-France), France ","Le Mans (Pays de la Loire), France"
1166,"    Sablé-sur-Sarthe (Pays de la Loire), France ","Merlin-Plage (Nord-Pas-de-Calais), France"
1167,"    Merlin-Plage (Nord-Pas-de-Calais), France ","Merlin-Plage (Nord-Pas-de-Calais), France"
1168,"    Croix-de-Vie (Pays de la Loire), France ","Angoulême (Poitou-Charentes), France"
1169,"    Angoulême (Poitou-Charentes), France ","Bordeaux (Aquitaine), France"
1170,"    Langon (Aquitaine), France ","Fleurance (Midi-Pyrenees), France"
1171,"    Fleurance (Midi-Pyrenees), France ","Auch (Midi-Pyrenees), France"
1172,"    Auch (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1173,"    Pau (Aquitaine), France ","Saint-Lary-Soulan (Midi-Pyrenees), France"
1174,"    Tarbes (Midi-Pyrenees), France ","Albi (Midi-Pyrenees), France"
1175,"    Albi (Midi-Pyrenees), France ","Super-Lioran (Limousin), France"
1176,"    Aurillac (Auvergne), France ","Puy de Dôme (Auvergne), France"
1177,"    Nice (Provence-Alpes-Cote d'Azur), France ","Pra-Loup (Provence-Alpes-Cote d'Azur), France"
1178,"    Barcelonnette (Provence-Alpes-Cote d'Azur), France ",
1179,"    Valloire (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France"
1180,"    Morzine (Rhone-Alpes), France ","Chatel (Franche-Comte), France"
1181,"    Thonon-les-Bains (Rhone-Alpes), France ","Chalon-sur-Saône (Bourgogne), France"
1182,"    Pouilly-en-Auxois (Bourgogne), France ","Melun (Ile-de-France), France"
1183,"    Melun (Ile-de-France), France ","Senlis (Picardie), France"
1184,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
1185,"    Charleroi (Hainaut), Belgium ","Paris (Ile-de-France), France"
1186,"    Charleroi (Hainaut), Belgium ","Paris (Ile-de-France), France"
1187,"    Charleroi (Hainaut), Belgium ","Paris (Ile-de-France), France"
1188,"    Charleroi (Hainaut), Belgium ","Paris (Ile-de-France), France"
1189,"    Brest (Bretagne), France ","Brest (Bretagne), France"
1190,"    Brest (Bretagne), France ","Saint-Pol-de-Léon (Bretagne), France"
1191,"    Plymouth (Plymouth), Great Britain ","Plymouth (Plymouth), Great Britain"
1192,"    Morlaix (Bretagne), France ","Saint Malo (Bourgogne), France"
1193,"    Saint-Malo (Basse-Normandie), France ","Caen (Basse-Normandie), France"
1194,"    Caen (Basse-Normandie), France ","Dieppe (Haute-Normandie), France"
1195,"    Dieppe (Haute-Normandie), France ","Harelbeke (West-Vlaanderen), Belgium"
1196,"    Harelbeke (West-Vlaanderen), Belgium ","Harelbeke (West-Vlaanderen), Belgium"
1197,"    Mons (Liege), Belgium ","Châlons (Champagne-Ardenne), France"
1198,"    Châlons-sur-Marne (Champagne-Ardenne), France ","Chaumont (Franche-Comte), France"
1199,"    Chaumont (Franche-Comte), France ","Besançon (Franche-Comte), France"
1200,"    Besançon (Franche-Comte), France ","Gaillard (Rhone-Alpes), France"
1201,"    Gaillard (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France"
1202,"    Aix-les-Bains (Rhone-Alpes), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
1203,"    Savines-le-Lac (Provence-Alpes-Cote d'Azur), France ","Orange (Provence-Alpes-Cote d'Azur), France"
1204,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Montpellier (Languedoc-Roussillon), France"
1205,"    Lodève (Languedoc-Roussillon), France ","Colomiers (Midi-Pyrenees), France"
1206,"    Colomiers (Midi-Pyrenees), France ","Seo de Urgel (Cataluña), Spain"
1207,"    Seo de Urgel (Cataluña), Spain ","Saint-Lary-Soulan (Midi-Pyrenees), France"
1208,"    Saint-Lary (Midi-Pyrenees), France ","Col du Tourmalet (Midi-Pyrenees), France"
1209,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1210,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France"
1211,"    Bordeaux (Aquitaine), France ","Bordeaux (Aquitaine), France"
1212,"    Croix-de-Vie (Pays de la Loire), France ","Nantes (Pays de la Loire), France"
1213,"    Vouvray (Centre), France ","Orléans (Centre), France"
1214,"    Orléans (Centre), France ","Orléans (Centre), France"
1215,"    Orléans (Centre), France ","Paris (Ile-de-France), France"
1216,"    Brest (Bretagne), France ","Paris (Ile-de-France), France"
1217,"    Brest (Bretagne), France ","Paris (Ile-de-France), France"
1218,"    Brest (Bretagne), France ","Paris (Ile-de-France), France"
1219,"    Scheveningen (Zuid-Holland), The Netherlands ","Scheveningen (Zuid-Holland), The Netherlands"
1220,"    Scheveningen (Zuid-Holland), The Netherlands ","Rotterdam (Zuid-Holland), The Netherlands"
1221,"    Rotterdam (Zuid-Holland), The Netherlands ","Sint-Niklaas (Oost-Vlaanderen), Belgium"
1222,"    Sint-Niklaas (Oost-Vlaanderen), Belgium ","Sint-Niklaas (Oost-Vlaanderen), Belgium"
1223,"    Sint-Niklaas (Oost-Vlaanderen), Belgium ","Roubaix (Nord-Pas-de-Calais), France"
1224,"    Roubaix (Nord-Pas-de-Calais), France ","Reims (Champagne-Ardenne), France"
1225,"    Reims (Champagne-Ardenne), France ","Nancy (Lorraine), France"
1226,"    Nancy (Lorraine), France ","Mulhouse (Alsace), France"
1227,"    Belfort (Franche-Comte), France ","Divonne-les-Bains (Rhone-Alpes), France"
1228,"    Divonne-les-Bains (Rhone-Alpes), France ","Gaillard (Rhone-Alpes), France"
1229,"    Gaillard (Rhone-Alpes), France ","Méribel (Rhone-Alpes), France"
1230,"    Moutiers (Rhone-Alpes), France ","Les Orres (Provence-Alpes-Cote d'Azur), France"
1231,"    Embrun (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France"
1232,"    Nice (Provence-Alpes-Cote d'Azur), France ","Aubagne (Provence-Alpes-Cote d'Azur), France"
1233,"    Montpellier (Languedoc-Roussillon), France ","Argelès-sur-Mer (Languedoc-Roussillon), France"
1234,"    Perpignan (Languedoc-Roussillon), France ","Thuir (Languedoc-Roussillon), France"
1235,"    Thuir (Languedoc-Roussillon), France ","Pyrénées 2000 (Midi-Pyrenees), France"
1236,"    Bourg-Madame (Languedoc-Roussillon), France ","Luchon (Midi-Pyrenees), France"
1237,"    Luchon (Midi-Pyrenees), France ","Pau (Aquitaine), France"
1238,"    Pau (Aquitaine), France ","Fleurance (Midi-Pyrenees), France"
1239,"    Fleurance (Midi-Pyrenees), France ","Bordeaux (Aquitaine), France"
1240,"    Bordeaux (Aquitaine), France ","Bordeaux (Aquitaine), France"
1241,"    Saint-Foy (Rhone-Alpes), France ","Brive-la-Gaillarde (Limousin), France"
1242,"    Brive-la-Gaillarde (Limousin), France ","Puy de Dôme (Auvergne), France"
1243,"    Bourges (Centre), France ","Versailles (Ile-de-France), France"
1244,"    Versailles (Ile-de-France), France ","Versailles (Ile-de-France), France"
1245,"    Versailles (Ile-de-France), France ","Paris (Ile-de-France), France"
1246,,"Paris (Ile-de-France), France"
1247,,"Paris (Ile-de-France), France"
1248,,"Paris (Ile-de-France), France"
1249,,
1250,"    Angers (Pays de la Loire), France ","Angers (Pays de la Loire), France"
1251,"    Angers (Pays de la Loire), France ","Saint-Brieuc (Bretagne), France"
1252,"    Saint-Brieuc (Bretagne), France ","La Baule-Escoublac (Pays de la Loire), France"
